,Values
NAV,"41,966.04"
Open Price,"41,975.00"
Bid / Ask / Spread,"41,960.00 / 0.00 / 0.00%"
Volume / Avg,"91,140.0 / 22,807.4"
Day Range,"41,865.00 – 42,055.00"
Year Range,"29,820.00 – 42,500.00"
SEC Yield ,—
12-Month Yield ,0.78%
Premium ,—
Expense Ratio,0.640%
Total Assets,71.3 Bil
