,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.18,2.30,-1.16,4.02,31.93,10.16,20.75,18.50,—,—,—
Total Return % (NAV),-0.53,-0.49,-0.17,4.25,32.43,10.36,20.86,18.70,—,—,17.76
+/- Category (NAV),-0.26,-0.05,1.03,2.46,12.94,6.94,11.01,8.90,—,—,—
+/- Index (NAV),0.70,-1.90,4.03,3.95,15.77,7.29,9.10,8.43,—,—,—
