,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,4.39,8.71,33.64,26.39,16.54,8.48,16.93,1.28,31.93
Fund (NAV),—,—,4.19,8.49,34.11,26.24,16.75,8.68,16.20,2.00,32.43
+/ Category (NAV),—,—,5.32,-2.89,0.29,14.26,15.48,2.47,1.79,9.78,12.94
+/- Index (Price),—,—,2.81,-7.56,0.51,13.54,15.85,-3.96,-4.55,6.33,15.27
Percentile Rank,—,—,9,84,52,1,1,19,62,1,1
# of Funds in Category,—,18,37,58,61,86,120,102,155,199,262
