,Values
NAV,"41,638.00"
Open Price,"41,165.00"
Bid / Ask / Spread,"41,015.00 / 0.00 / 0.00%"
Volume / Avg,"9,220.0 / 21,667.0"
Day Range,"41,100.00 – 41,475.00"
Year Range,"29,820.00 – 42,500.00"
SEC Yield ,—
12-Month Yield ,0.78%
Premium ,—
Expense Ratio,0.640%
Total Assets,70.8 Bil
