,Values
NAV,"16,441.25"
Open Price,"16,300.00"
Bid / Ask / Spread,"0.00 / 16,385.00 / 0.00%"
Volume / Avg,"2,032.0 / 11,648.1"
Day Range,"16,215.00 – 16,360.00"
Year Range,"12,025.00 – 18,000.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.880%
Total Assets,37.8 Bil
