,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.46,2.40,-1.76,1.95,33.88,24.46,10.80,15.15,—,—,—
Total Return % (NAV),0.37,2.04,-2.67,4.14,33.83,21.13,11.45,15.26,—,—,8.29
+/- Category (NAV),-0.25,0.78,1.26,4.58,16.62,18.34,5.72,9.05,—,—,—
+/- Index (NAV),-0.30,3.32,3.41,9.71,27.90,21.29,2.45,8.85,—,—,—
