,Values
Sustainability Rate,Low
Percent Rank in Global Category,91%
Historical Sustainability Score,35.75
Global Category,Greater China Equity
Portfolio ESG,40.27
Controversy Deduction,3.95
Sustainability Score,36.32
Sustainability Mandate,No
