Sectors,Fund %,Category %
Basic Materials,4.61,4.14
Consumer Cyclical,8.82,17.57
Financial Services,45.03,24.64
Real Estate,4.40,4.51
Communication Services,0.73,1.04
Energy,1.54,1.90
Industrials,9.84,9.90
Technology,6.49,15.66
Consumer Defensive,13.03,12.57
Healthcare,3.20,6.89
Utilities,2.31,1.19
