,Values
NAV,"16,411.81"
Open Price,"16,380.00"
Bid / Ask / Spread,"0.00 / 16,460.00 / 0.00%"
Volume / Avg,"6,043.0 / 11,381.9"
Day Range,"16,200.00 – 16,470.00"
Year Range,"12,025.00 – 18,000.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.880%
Total Assets,37.7 Bil
