,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.67,-0.72,-7.68,-6.61,-5.43,-12.26,-0.24,—,—,—,—
Total Return % (NAV),0.65,1.49,-7.06,-6.58,-4.71,-12.29,0.00,—,—,—,2.62
+/- Category (NAV),-0.12,0.01,0.04,0.20,0.16,0.60,1.04,—,—,—,—
+/- Index (NAV),0.65,0.24,-0.86,-2.87,-5.20,-2.51,-4.37,—,—,—,—
