,Values
Sustainability Rate,Average
Percent Rank in Global Category,40%
Historical Sustainability Score,41.75
Global Category,Korea Equity
Portfolio ESG,49.25
Controversy Deduction,7.14
Sustainability Score,42.11
Sustainability Mandate,No
