,Values
NAV,"19,531.53"
Open Price,"19,490.00"
Bid / Ask / Spread,"0.00 / 19,345.00 / 0.00%"
Volume / Avg,"566,951.0 / 261,080.8"
Day Range,"19,305.00 – 19,490.00"
Year Range,"19,020.00 – 23,725.00"
SEC Yield ,—
12-Month Yield ,2.31%
Premium ,—
Expense Ratio,0.170%
Total Assets,505.9 Bil
