Sectors,Fund %,Category %
Basic Materials,8.58,8.70
Consumer Cyclical,12.38,13.65
Financial Services,11.44,11.56
Real Estate,0.17,0.29
Communication Services,2.46,2.34
Energy,2.22,1.96
Industrials,11.22,10.46
Technology,35.86,38.20
Consumer Defensive,7.54,6.64
Healthcare,6.33,4.97
Utilities,1.80,1.23
