,Values
NAV,"19,491.87"
Open Price,"19,370.00"
Bid / Ask / Spread,"19,355.00 / 21,290.00 / 9.52%"
Volume / Avg,"136,784.0 / 252,609.4"
Day Range,"19,210.00 – 19,390.00"
Year Range,"19,020.00 – 23,725.00"
SEC Yield ,—
12-Month Yield ,2.31%
Premium ,—
Expense Ratio,0.170%
Total Assets,504.8 Bil
