,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,5.02,23.67,-15.48,-5.43
Fund (NAV),—,—,—,—,—,—,—,5.08,23.73,-15.56,-4.71
+/ Category (NAV),—,—,—,—,—,—,—,4.39,1.25,1.12,0.16
+/- Index (Price),—,—,—,—,—,—,—,-8.81,-8.57,2.16,-5.93
Percentile Rank,—,—,—,—,—,—,—,30,46,28,55
# of Funds in Category,—,—,—,—,—,—,"2,103","2,012","2,058","2,015","2,284"
