,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,5.02,23.67,-15.48,-5.63
Fund (NAV),—,—,—,—,—,—,—,5.08,23.73,-15.56,-4.51
+/ Category (NAV),—,—,—,—,—,—,—,4.39,1.25,1.12,0.26
+/- Index (Price),—,—,—,—,—,—,—,-8.81,-8.57,2.16,-6.29
Percentile Rank,—,—,—,—,—,—,—,30,46,28,54
# of Funds in Category,—,—,—,—,—,—,"2,103","2,012","2,058","2,015","2,325"
