,Values
NAV,"19,767.72"
Open Price,"19,725.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"20,079.0 / 70,858.1"
Day Range,"19,555.00 – 19,725.00"
Year Range,"19,235.00 – 23,915.00"
SEC Yield ,—
12-Month Yield ,2.04%
Premium ,—
Expense Ratio,0.220%
Total Assets,46.5 Bil
