Sectors,Fund %,Category %
Basic Materials,8.60,8.70
Consumer Cyclical,12.33,13.65
Financial Services,11.46,11.56
Real Estate,0.17,0.29
Communication Services,2.46,2.34
Energy,2.20,1.96
Industrials,11.15,10.46
Technology,35.90,38.20
Consumer Defensive,7.58,6.64
Healthcare,6.34,4.97
Utilities,1.81,1.23
