,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,4.99,24.14,-15.59,-5.31
Fund (NAV),—,—,—,—,—,—,—,5.28,24.06,-15.56,-4.66
+/ Category (NAV),—,—,—,—,—,—,—,4.59,1.59,1.12,0.21
+/- Index (Price),—,—,—,—,—,—,—,-8.84,-8.10,2.04,-5.80
Percentile Rank,—,—,—,—,—,—,—,29,43,28,55
# of Funds in Category,—,—,—,—,—,—,"2,103","2,012","2,058","2,015","2,284"
