,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.11,0.18,-7.87,-7.34,-5.60,-12.63,-0.03,—,—,—,—
Total Return % (NAV),0.23,-0.25,-6.86,-7.60,-4.46,-13.05,0.22,—,—,—,1.46
+/- Category (NAV),0.18,-0.07,0.17,0.36,0.31,0.69,1.27,—,—,—,—
+/- Index (NAV),-0.08,0.39,-0.91,-3.13,-5.13,-2.65,-4.21,—,—,—,—
