,Values
Sustainability Rate,Low
Percent Rank in Global Category,99%
Historical Sustainability Score,35.49
Global Category,Korea Equity
Portfolio ESG,41.94
Controversy Deduction,4.63
Sustainability Score,37.31
Sustainability Mandate,No
