,Values
NAV,"7,093.92"
Open Price,"6,945.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"33,361.0 / 20,250.4"
Day Range,"6,895.00 – 6,960.00"
Year Range,"6,895.00 – 10,225.00"
SEC Yield ,—
12-Month Yield ,1.71%
Premium ,—
Expense Ratio,0.350%
Total Assets,9.2 Bil
