,Values
Sustainability Rate,Low
Percent Rank in Global Category,97%
Historical Sustainability Score,36.07
Global Category,Korea Equity
Portfolio ESG,37.14
Controversy Deduction,0.09
Sustainability Score,37.05
Sustainability Mandate,No
