Sectors,Fund %,Category %
Basic Materials,0.00,9.15
Consumer Cyclical,0.00,17.36
Financial Services,0.00,6.02
Real Estate,0.00,1.52
Communication Services,0.00,0.59
Energy,0.00,0.85
Industrials,0.00,14.91
Technology,0.00,23.36
Consumer Defensive,0.84,7.26
Healthcare,99.16,18.74
Utilities,0.00,0.24
