,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.91,1.77,-20.77,-34.43,-40.63,-40.65,—,—,—,—,—
Total Return % (NAV),2.90,5.63,-20.65,-33.44,-39.90,-40.65,—,—,—,—,-4.98
+/- Category (NAV),2.02,2.18,-11.45,-21.64,-30.94,-22.79,—,—,—,—,—
+/- Index (NAV),2.90,5.54,-10.69,-17.71,-24.81,-22.27,—,—,—,—,—
