,Values
NAV,"7,176.28"
Open Price,"7,090.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"12,552.0 / 9,646.8"
Day Range,"6,975.00 – 7,090.00"
Year Range,"6,585.00 – 15,315.00"
SEC Yield ,—
12-Month Yield ,0.12%
Premium ,—
Expense Ratio,0.440%
Total Assets,5.2 Bil
