,Values
NAV,"13,615.16"
Open Price,"13,500.00"
Bid / Ask / Spread,"13,350.00 / 0.00 / 0.00%"
Volume / Avg,"6,397.0 / 6,034.8"
Day Range,"13,350.00 – 13,510.00"
Year Range,"13,160.00 – 16,205.00"
SEC Yield ,—
12-Month Yield ,2.17%
Premium ,—
Expense Ratio,0.180%
Total Assets,18.8 Bil
