,Values
Sustainability Rate,Low
Percent Rank in Global Category,95%
Historical Sustainability Score,36.59
Global Category,Korea Equity
Portfolio ESG,41.92
Controversy Deduction,4.23
Sustainability Score,37.69
Sustainability Mandate,No
