,Fund,Cat. Average,Index
Price/Earnings ,6.79,11.02,12.13
Price/Book ,0.89,0.84,0.86
Price/Sales ,0.47,0.53,0.65
Price/Cash Flow ,6.00,3.46,3.66
Dividend Yield % ,2.48,3.08,3.48
Long-Term Earnings % ,12.65,10.07,3.69
Historical Earnings % ,5.25,15.26,14.88
Sales Growth % ,5.62,11.25,4.89
Cash-Flow Growth % ,-9.40,16.83,15.05
Book-Value Growth % ,6.12,10.86,8.56
