,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,28.38,-4.09,15.79,-18.79,-4.33
Fund (NAV),—,—,—,—,—,—,28.23,-3.37,15.78,-19.07,-3.99
+/ Category (NAV),—,—,—,—,—,—,24.22,-4.06,-6.70,-2.39,0.79
+/- Index (Price),—,—,—,—,—,—,31.20,-17.91,-16.44,-1.16,-5.00
Percentile Rank,—,—,—,—,—,—,1,70,89,80,47
# of Funds in Category,—,—,—,—,—,"1,796","2,103","2,012","2,058","2,015","2,325"
