,Values
NAV,"13,615.16"
Open Price,"13,650.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"496.0 / 6,099.8"
Day Range,"13,595.00 – 13,650.00"
Year Range,"13,160.00 – 16,205.00"
SEC Yield ,—
12-Month Yield ,2.17%
Premium ,—
Expense Ratio,0.180%
Total Assets,18.8 Bil
