,Values
NAV,"3,519.47"
Open Price,"3,490.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"3.0 / 6,648.8"
Day Range,"3,490.00 – 3,490.00"
Year Range,"3,010.00 – 4,620.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,1.030%
Total Assets,6.3 Bil
