,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,-25.91,5.34,-36.48,9.23
Fund (NAV),—,—,—,—,—,—,—,-26.17,5.67,-37.08,11.02
+/ Category (NAV),—,—,—,—,—,—,—,-16.93,-25.79,-15.46,-6.14
+/- Index (Price),—,—,—,—,—,—,—,-35.35,-30.03,-25.67,2.59
Percentile Rank,—,—,—,—,—,—,—,97,97,100,72
# of Funds in Category,—,—,—,—,—,—,526,636,734,890,938
