,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.00,-1.13,-6.93,-9.47,9.23,-8.88,-11.59,—,—,—,—
Total Return % (NAV),1.82,-1.70,-5.59,-9.94,11.02,-8.66,-11.40,—,—,—,-22.08
+/- Category (NAV),0.90,-1.65,-1.73,-7.57,-6.14,-9.60,-17.26,—,—,—,—
+/- Index (NAV),1.63,-2.35,-0.90,-4.78,4.37,-3.79,-21.02,—,—,—,—
