,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,72%
Historical Sustainability Score,40.29
Global Category,Korea Equity
Portfolio ESG,44.10
Controversy Deduction,2.56
Sustainability Score,41.54
Sustainability Mandate,No
