,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,19.83,-7.43,-11.70
Fund (NAV),—,—,—,—,—,—,—,—,19.60,-7.29,-10.93
+/ Category (NAV),—,—,—,—,—,—,—,—,-2.87,9.39,-6.06
+/- Index (Price),—,—,—,—,—,—,—,—,-12.40,10.20,-12.19
Percentile Rank,—,—,—,—,—,—,—,—,73,5,93
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,284"
