,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.03,—
Non-U.S.Stock,200.04,0.00,200.04,620.20,—
Bonds,22.55,0.00,22.55,8.78,—
Other,0.00,0.00,0.00,3.73,—
Cash,-122.60,194.27,71.67,156.79,—
Not Classified,0.00,0.00,0.00,0.10,—
