,Fund,Cat. Average,Index
Price/Earnings ,18.38,11.87,—
Price/Book ,2.66,1.05,—
Price/Sales ,2.06,0.73,—
Price/Cash Flow ,8.87,3.83,—
Dividend Yield % ,0.62,2.61,—
Long-Term Earnings % ,25.11,7.31,—
Historical Earnings % ,3.70,8.40,—
Sales Growth % ,-3.38,8.94,—
Cash-Flow Growth % ,-22.90,7.00,—
Book-Value Growth % ,9.18,9.61,—
