,Values
NAV,"6,027.97"
Open Price,"6,060.00"
Bid / Ask / Spread,"5,425.00 / 0.00 / 0.00%"
Volume / Avg,"54,032.0 / 99,591.2"
Day Range,"5,945.00 – 6,060.00"
Year Range,"5,185.00 – 17,975.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.630%
Total Assets,105.1 Bil
