,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.00,0.00,-28.56,-43.73,-48.11,-55.91,—,—,—,—,—
Total Return % (NAV),3.76,7.49,-28.56,-41.94,-47.49,-55.64,—,—,—,—,-22.73
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
