,Values
NAV,"5,978.44"
Open Price,"5,870.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"16,937.0 / 103,944.7"
Day Range,"5,750.00 – 5,870.00"
Year Range,"5,185.00 – 17,975.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.630%
Total Assets,104.3 Bil
