,Values
NAV,"11,110.96"
Open Price,"11,060.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"16,145.0 / 22,406.2"
Day Range,"10,880.00 – 11,060.00"
Year Range,"10,880.00 – 14,580.00"
SEC Yield ,—
12-Month Yield ,2.34%
Premium ,—
Expense Ratio,0.440%
Total Assets,16.4 Bil
