,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,5.69,-7.94,-26.87,46.92,5.05,32.67,-15.94,-15.89
Fund (NAV),—,—,—,5.69,-7.69,-27.06,47.25,5.13,32.63,-15.91,-14.07
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
