,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.11,-2.60,-11.62,-10.93,-15.89,-20.87,-0.93,4.35,—,—,—
Total Return % (NAV),-0.75,-2.02,-9.77,-10.86,-14.07,-20.24,-0.22,4.70,—,—,-3.59
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
