,Values
NAV,"11,195.77"
Open Price,"11,115.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"41,812.0 / 23,370.5"
Day Range,"11,115.00 – 11,155.00"
Year Range,"10,880.00 – 14,580.00"
SEC Yield ,—
12-Month Yield ,2.34%
Premium ,—
Expense Ratio,0.440%
Total Assets,16.6 Bil
