,Values
NAV,"11,195.77"
Open Price,"11,050.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"22,419.0 / 23,164.2"
Day Range,"10,955.00 – 11,050.00"
Year Range,"10,880.00 – 14,580.00"
SEC Yield ,—
12-Month Yield ,2.34%
Premium ,—
Expense Ratio,0.440%
Total Assets,16.6 Bil
