,Values
NAV,"11,994.29"
Open Price,"12,360.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"40,595.0 / 6,962.1"
Day Range,"12,255.00 – 12,375.00"
Year Range,"9,405.00 – 12,375.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.350%
Total Assets,8.4 Bil
