,Values
NAV,"11,764.58"
Open Price,"11,995.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"13,213.0 / 5,702.1"
Day Range,"11,970.00 – 12,050.00"
Year Range,"9,405.00 – 12,050.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.350%
Total Assets,8.2 Bil
