,Values
Sustainability Rate,High
Percent Rank in Global Category,2%
Historical Sustainability Score,44.15
Global Category,Korea Equity
Portfolio ESG,52.90
Controversy Deduction,8.36
Sustainability Score,44.54
Sustainability Mandate,Yes
