,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-0.97
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-1.13
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,3.74
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-1.46
Percentile Rank,—,—,—,—,—,—,—,—,—,—,7
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,284"
