,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.33,-0.26,-6.79,-4.67,-0.97,-13.57,—,—,—,—,—
Total Return % (NAV),0.92,0.98,-6.53,-4.73,-1.13,-10.33,—,—,—,—,-12.38
+/- Category (NAV),0.15,-0.51,0.57,2.05,3.74,2.56,—,—,—,—,—
+/- Index (NAV),0.92,-0.28,-0.33,-1.01,-1.62,-0.55,—,—,—,—,—
