,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-1.36
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-0.99
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,2.44
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-2.03
Percentile Rank,—,—,—,—,—,—,—,—,—,—,8
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015",41
