,Values
NAV,"7,577.35"
Open Price,"7,515.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,1.0 / 12.4
Day Range,"7,515.00 – 7,515.00"
Year Range,"7,440.00 – 8,770.00"
SEC Yield ,—
12-Month Yield ,1.83%
Premium ,—
Expense Ratio,0.460%
Total Assets,5.2 Bil
