,Values
NAV,"7,567.04"
Open Price,"7,485.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,8.0 / 12.4
Day Range,"7,485.00 – 7,545.00"
Year Range,"7,440.00 – 8,770.00"
SEC Yield ,—
12-Month Yield ,1.83%
Premium ,—
Expense Ratio,0.460%
Total Assets,5.2 Bil
