,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.79,-1.11,-6.04,-4.35,-3.37,-13.82,0.67,—,—,—,—
Total Return % (NAV),0.78,1.27,-5.11,-4.53,-3.33,-14.17,0.87,—,—,—,2.79
+/- Category (NAV),0.01,-0.21,2.00,2.25,1.54,-1.28,1.91,—,—,—,—
+/- Index (NAV),0.78,0.02,1.09,-0.82,-3.82,-4.38,-3.50,—,—,—,—
