,Values
Sustainability Rate,High
Percent Rank in Global Category,3%
Historical Sustainability Score,44.01
Global Category,Korea Equity
Portfolio ESG,51.31
Controversy Deduction,6.99
Sustainability Score,44.32
Sustainability Mandate,No
