,Values
NAV,"12,617.47"
Open Price,"12,550.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,109.0 / 215.7
Day Range,"12,520.00 – 12,550.00"
Year Range,"12,265.00 – 15,100.00"
SEC Yield ,—
12-Month Yield ,1.26%
Premium ,—
Expense Ratio,0.290%
Total Assets,15.1 Bil
