,Values
NAV,"12,765.40"
Open Price,"12,710.00"
Bid / Ask / Spread,"12,655.00 / 12,755.00 / 0.79%"
Volume / Avg,"36,279.0 / 59,842.2"
Day Range,"12,695.00 – 12,755.00"
Year Range,"11,405.00 – 12,845.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.390%
Total Assets,30.5 Bil
