,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,-6.25,-1.54,4.57,5.29,3.92,-10.42,6.23,9.83
Fund (NAV),—,—,—,-6.20,-1.45,4.31,6.44,3.29,-10.70,6.42,10.09
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
