,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.12,0.12,2.99,2.21,9.83,9.36,4.93,4.30,—,—,—
Total Return % (NAV),-0.87,-0.15,3.08,2.63,10.09,9.71,4.65,4.37,—,—,1.62
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
