,Values
NAV,"12,800.37"
Open Price,"12,795.00"
Bid / Ask / Spread,"12,835.00 / 0.00 / 0.00%"
Volume / Avg,"11,218.0 / 61,202.4"
Day Range,"12,785.00 – 12,835.00"
Year Range,"11,405.00 – 12,845.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.390%
Total Assets,30.6 Bil
