,Values
NAV,"10,597.57"
Open Price,"10,570.00"
Bid / Ask / Spread,"10,000.00 / 0.00 / 0.00%"
Volume / Avg,"2,844.0 / 16,270.0"
Day Range,"10,530.00 – 10,610.00"
Year Range,"8,305.00 – 10,730.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.510%
Total Assets,11.7 Bil
