,Values
NAV,"110,735.76"
Open Price,"110,745.00"
Bid / Ask / Spread,"110,755.00 / 110,760.00 / 0.00%"
Volume / Avg,304.0 / 939.4
Day Range,"110,745.00 – 110,750.00"
Year Range,"108,690.00 – 110,750.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.130%
Total Assets,34.2 Bil
