,Values
NAV,"21,890.25"
Open Price,"21,750.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"8,227.0 / 8,882.8"
Day Range,"21,750.00 – 21,845.00"
Year Range,"20,470.00 – 26,605.00"
SEC Yield ,—
12-Month Yield ,1.28%
Premium ,—
Expense Ratio,0.350%
Total Assets,24.1 Bil
